Component_Type,Manufacturer,Model,Spec_1,Spec_2,Spec_3,Year,Month,Day,Week,Merchant,Region_Code,Currency,Price_USD,Price_Original
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,20,17,Newegg Marketplace,us,USD,98.93,98.93
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,21,17,B H,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,21,17,Newegg,us,USD,79.99,79.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,21,17,Newegg Marketplace,us,USD,99.93,99.93
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,21,17,OutletPC,us,USD,98.88,98.88
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,22,17,Newegg Marketplace,us,USD,99.93,99.93
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,22,17,OutletPC,us,USD,99.88,99.88
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,23,17,Newegg Marketplace,us,USD,99.93,99.93
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,24,18,Newegg Marketplace,us,USD,99.94,99.94
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,25,18,Newegg,us,USD,87.49,87.49
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,25,18,Newegg Marketplace,us,USD,99.92,99.92
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,26,18,Newegg Marketplace,us,USD,99.69,99.69
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,27,18,Newegg Marketplace,us,USD,99.57,99.57
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,27,18,OutletPC,us,USD,87.88,87.88
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,28,18,Newegg Marketplace,us,USD,98.81,98.81
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,29,18,Newegg Marketplace,us,USD,98.81,98.81
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,1,19,B H,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,1,19,Newegg,us,USD,94.99,94.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,3,19,OutletPC,us,USD,86.88,86.88
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,4,19,Newegg,us,USD,97.49,97.49
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,5,19,Newegg,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,10,20,Newegg,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,13,20,OutletPC,us,USD,87.88,87.88
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,16,21,OutletPC,us,USD,86.88,86.88
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,24,22,OutletPC,us,USD,87.88,87.88
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,26,22,B H,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,26,22,SuperBiiz,us,USD,86.99,86.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,27,22,OutletPC,us,USD,86.89,86.89
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,9,24,OutletPC,us,USD,86.69,86.69
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,9,24,SuperBiiz,us,USD,86.79,86.79
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,10,24,Newegg Marketplace,us,USD,98.93,98.93
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,12,25,Newegg Marketplace,us,USD,98.88,98.88
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,13,25,Newegg Marketplace,us,USD,98.83,98.83
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,14,25,Newegg Marketplace,us,USD,98.78,98.78
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,16,25,B H,us,USD,89.99,89.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,17,25,Newegg Marketplace,us,USD,98.68,98.68
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,18,25,Newegg Marketplace,us,USD,107.63,107.63
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,19,26,SuperBiiz,us,USD,86.59,86.59
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,20,26,OutletPC,us,USD,86.44,86.44
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,21,26,OutletPC,us,USD,89.89,89.89
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,22,26,OutletPC,us,USD,89.69,89.69
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,23,26,OutletPC,us,USD,89.49,89.49
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,25,26,B H,us,USD,89.99,89.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,25,26,Newegg,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,28,27,Newegg,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,28,27,OutletPC,us,USD,98.88,98.88
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,29,27,SuperBiiz,us,USD,86.49,86.49
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,4,28,Newegg,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,13,29,OutletPC,us,USD,98.88,98.88
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,17,30,SuperBiiz,us,USD,88.99,88.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,3,32,OutletPC,us,USD,98.88,98.88
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,9,33,OutletPC,us,USD,88.88,88.88
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,11,33,SuperBiiz,us,USD,88.79,88.79
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,12,33,OutletPC,us,USD,88.69,88.69
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,22,35,OutletPC,us,USD,88.69,88.69
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,25,35,OutletPC,us,USD,88.69,88.69
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,30,36,OutletPC,us,USD,86.39,86.39
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,30,36,SuperBiiz,us,USD,88.59,88.59
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,31,36,OutletPC,us,USD,88.48,88.48
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,12,38,Newegg Marketplace,us,USD,104.74,104.74
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,13,38,OutletPC,us,USD,86.39,86.39
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,13,38,SuperBiiz,us,USD,88.39,88.39
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,14,38,OutletPC,us,USD,88.28,88.28
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,19,39,Newegg,us,USD,84.99,84.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,19,39,OutletPC,us,USD,87.87,87.87
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,21,39,OutletPC,us,USD,84.88,84.88
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,21,39,SuperBiiz,us,USD,84.89,84.89
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,26,40,Newegg,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,28,40,Newegg,us,USD,87.99,87.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,28,40,SuperBiiz,us,USD,84.79,84.79
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,29,40,OutletPC,us,USD,84.69,84.69
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,29,40,SuperBiiz,us,USD,84.59,84.59
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,30,40,OutletPC,us,USD,84.49,84.49
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,2,41,Newegg,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,11,42,SuperBiiz,us,USD,84.49,84.49
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,12,42,OutletPC,us,USD,84.39,84.39
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,17,43,OutletPC,us,USD,83.89,83.89
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,17,43,SuperBiiz,us,USD,83.99,83.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,24,44,SuperBiiz,us,USD,83.79,83.79
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,25,44,OutletPC,us,USD,83.69,83.69
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,1,45,Newegg Marketplace,us,USD,116.5,116.5
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,1,45,OutletPC,us,USD,83.49,83.49
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,1,45,SuperBiiz,us,USD,83.59,83.59
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,2,45,SuperBiiz,us,USD,83.59,83.59
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,3,45,Newegg,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,4,45,OutletPC,us,USD,83.49,83.49
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,8,46,Newegg Marketplace,us,USD,116.5,116.5
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,8,46,SuperBiiz,us,USD,83.59,83.59
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,9,46,SuperBiiz,us,USD,89.99,89.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,10,46,Newegg Marketplace,us,USD,102.52,102.52
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,12,46,Newegg Marketplace,us,USD,102.52,102.52
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,13,47,SuperBiiz,us,USD,89.99,89.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,16,47,PCM,us,USD,115.98,115.98
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,24,48,B H,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,12,1,49,B H,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,12,22,52,SuperBiiz,us,USD,89.99,89.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,12,26,53,SuperBiiz,us,USD,89.99,89.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,12,27,53,B H,us,USD,99.99,99.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,12,29,53,B H,us,USD,109.99,109.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2017,12,31,53,B H,us,USD,109.99,109.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2018,1,19,3,B H,us,USD,109.99,109.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2018,1,24,4,B H,us,USD,109.99,109.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2018,2,25,8,B H,us,USD,109.99,109.99
CPU,AMD,Amd A10-7860K,Amd A-Series,4.0,AMD Socket FM2+,2018,3,6,10,B H,us,USD,109.99,109.99
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,4,10,15,B H,us,USD,126.38,126.38
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,4,10,15,Directron,us,USD,132.99,132.99
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,4,10,15,Newegg,us,USD,136.98,136.98
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,4,10,15,OutletPC,us,USD,132.88,132.88
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,5,1,18,Newegg,us,USD,126.98,126.98
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,5,3,19,B H,us,USD,139.99,139.99
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,5,7,19,Directron,us,USD,132.99,132.99
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,5,14,20,Newegg,us,USD,126.98,126.98
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,6,1,23,OutletPC,us,USD,139.88,139.88
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,6,3,23,B H,us,USD,139.99,139.99
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,6,4,23,OutletPC,us,USD,139.88,139.88
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,6,8,24,OutletPC,us,USD,143.88,143.88
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,7,1,27,Newegg,us,USD,136.98,136.98
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,7,3,27,Newegg,us,USD,136.98,136.98
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2016,12,23,52,OutletPC,us,USD,143.88,143.88
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2017,2,15,8,OutletPC,us,USD,155.88,155.88
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2017,2,22,9,OutletPC,us,USD,152.39,152.39
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,1,14,OutletPC,us,USD,159.88,159.88
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,18,17,OutletPC,us,USD,158.28,158.28
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,29,18,OutletPC,us,USD,119.48,119.48
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,3,19,OutletPC,us,USD,133.79,133.79
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,11,20,OutletPC,us,USD,149.89,149.89
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,16,25,Directron,us,USD,132.97,132.97
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,12,38,OutletPC,us,USD,149.89,149.89
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,2,41,Directron,us,USD,132.97,132.97
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,12,42,Directron,us,USD,132.97,132.97
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2018,1,2,1,B H,us,USD,122.99,122.99
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2018,1,18,3,B H,us,USD,122.99,122.99
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2018,2,2,5,B H,us,USD,122.99,122.99
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2018,2,9,6,B H,us,USD,122.99,122.99
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2018,3,6,10,B H,us,USD,117.48,117.48
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2018,4,10,15,B H,us,USD,117.48,117.48
CPU,AMD,Amd A10-7870K,Amd A-Series,4.0,AMD Socket FM2+,2018,4,10,15,Directron,us,USD,132.97,132.97
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,4,10,15,B H,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,4,10,15,Newegg,us,USD,166.98,166.98
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,4,15,16,Newegg,us,USD,168.99,168.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,4,29,18,B H,us,USD,158.9,158.9
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,5,2,19,B H,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,5,3,19,B H,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,6,21,26,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,6,24,26,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,7,13,29,SuperBiiz,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,8,5,32,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,8,10,33,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,8,12,33,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,8,19,34,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,8,19,34,Newegg Marketplace,us,USD,160.45,160.45
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,8,22,35,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,8,23,35,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,8,25,35,Newegg Marketplace,us,USD,160.45,160.45
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,8,26,35,Newegg Marketplace,us,USD,160.45,160.45
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,9,8,37,Newegg Marketplace,us,USD,159.25,159.25
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,9,16,38,Newegg Marketplace,us,USD,159.45,159.45
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,9,18,38,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,9,19,39,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,10,11,42,Newegg Marketplace,us,USD,160.65,160.65
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,11,21,48,Newegg,us,USD,133.99,133.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,11,22,48,Newegg Marketplace,us,USD,160.65,160.65
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,11,26,48,Newegg,us,USD,133.99,133.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,12,2,49,Newegg,us,USD,133.99,133.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,12,3,49,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,12,20,52,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,12,21,52,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,12,27,53,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,12,30,53,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2016,12,31,53,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,1,4,2,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,1,20,4,Newegg Marketplace,us,USD,160.39,160.39
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,1,23,5,SuperBiiz,us,USD,146.49,146.49
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,1,26,5,Newegg Marketplace,us,USD,160.39,160.39
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,2,3,6,Newegg Marketplace,us,USD,160.39,160.39
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,2,11,7,Newegg Marketplace,us,USD,160.39,160.39
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,2,12,7,Newegg Marketplace,us,USD,160.39,160.39
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,3,7,11,PCM,us,USD,169.98,169.98
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,3,19,12,Newegg Marketplace,us,USD,158.44,158.44
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,3,23,13,Newegg Marketplace,us,USD,158.53,158.53
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,3,24,13,Newegg Marketplace,us,USD,166.65,166.65
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,3,26,13,Newegg Marketplace,us,USD,160.39,160.39
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,3,29,14,Newegg Marketplace,us,USD,158.53,158.53
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,3,30,14,Newegg Marketplace,us,USD,160.26,160.26
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,3,31,14,Newegg,us,USD,137.0,137.0
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,3,31,14,Newegg Marketplace,us,USD,160.0,160.0
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,1,14,Newegg Marketplace,us,USD,159.87,159.87
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,2,14,Newegg Marketplace,us,USD,159.87,159.87
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,3,15,Newegg,us,USD,137.0,137.0
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,3,15,SuperBiiz,us,USD,148.98,148.98
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,4,15,Newegg,us,USD,148.99,148.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,5,15,Newegg,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,7,15,SuperBiiz,us,USD,139.99,139.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,8,15,OutletPC,us,USD,148.89,148.89
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,4,18,17,OutletPC,us,USD,149.86,149.86
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,3,19,OutletPC,us,USD,169.88,169.88
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,5,19,Newegg Marketplace,us,USD,160.9,160.9
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,9,20,OutletPC,us,USD,160.85,160.85
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,10,20,OutletPC,us,USD,149.89,149.89
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,5,20,21,Newegg Marketplace,us,USD,160.9,160.9
