Component_Type,Manufacturer,Model,Spec_1,Spec_2,Spec_3,Year,Month,Day,Week,Merchant,Region_Code,Currency,Price_USD,Price_Original
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,8,24,OutletPC,us,USD,139.89,139.89
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,10,24,Newegg Marketplace,us,USD,160.87,160.87
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,14,25,Newegg Marketplace,us,USD,161.75,161.75
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,25,26,Newegg Marketplace,us,USD,161.58,161.58
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,26,27,Newegg Marketplace,us,USD,161.75,161.75
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,27,27,Newegg Marketplace,us,USD,161.58,161.58
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,28,27,Newegg,us,USD,133.99,133.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,6,30,27,Newegg Marketplace,us,USD,161.32,161.32
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,1,27,Newegg,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,2,27,Newegg,us,USD,129.99,129.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,3,28,Newegg,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,8,28,Newegg Marketplace,us,USD,161.76,161.76
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,9,28,Newegg Marketplace,us,USD,162.65,162.65
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,10,29,Newegg,us,USD,129.99,129.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,12,29,Newegg Marketplace,us,USD,162.65,162.65
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,18,30,Newegg,us,USD,134.99,134.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,19,30,OutletPC,us,USD,159.88,159.88
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,20,30,SuperBiiz,us,USD,134.98,134.98
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,7,25,31,Newegg,us,USD,129.99,129.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,1,32,Newegg,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,2,32,Newegg,us,USD,124.99,124.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,3,32,Newegg,us,USD,127.49,127.49
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,4,32,Newegg,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,5,32,Newegg,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,15,34,Newegg,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,16,34,Newegg,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,8,17,34,OutletPC,us,USD,149.88,149.88
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,12,38,Newegg Marketplace,us,USD,168.08,168.08
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,13,38,SuperBiiz,us,USD,134.98,134.98
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,9,17,38,Newegg,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,2,41,Newegg,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,5,41,SuperBiiz,us,USD,134.98,134.98
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,6,41,Newegg,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,7,41,Newegg,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,7,41,OutletPC,us,USD,134.88,134.88
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,10,42,OutletPC,us,USD,134.88,134.88
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,10,19,43,SuperBiiz,us,USD,134.49,134.49
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,2,45,Newegg Marketplace,us,USD,168.08,168.08
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,2,45,SuperBiiz,us,USD,134.49,134.49
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,3,45,PCM,us,USD,178.45,178.45
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,20,48,SuperBiiz,us,USD,134.49,134.49
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,21,48,PCM,us,USD,177.29,177.29
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,23,48,SuperBiiz,us,USD,134.49,134.49
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,24,48,SuperBiiz,us,USD,139.99,139.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,27,49,SuperBiiz,us,USD,139.99,139.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,11,30,49,SuperBiiz,us,USD,139.99,139.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,12,1,49,SuperBiiz,us,USD,139.99,139.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2017,12,2,49,PCM,us,USD,177.29,177.29
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,1,11,2,SuperBiiz,us,USD,139.99,139.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,1,24,4,Newegg,us,USD,149.99,149.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,1,25,4,Newegg,us,USD,150.10375,150.10375
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,1,25,4,Newegg Marketplace,us,USD,163.94,163.94
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,1,25,4,PCM,us,USD,183.6,183.6
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,2,1,5,Newegg,us,USD,152.04,152.04
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,2,1,5,PCM,us,USD,183.6,183.6
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,2,3,5,Newegg,us,USD,152.04,152.04
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,2,7,6,Newegg Marketplace,us,USD,163.94,163.94
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,2,8,6,Newegg Marketplace,us,USD,245.99,245.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,2,9,6,Newegg Marketplace,us,USD,245.99,245.99
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,3,9,10,PCM,us,USD,183.6,183.6
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,3,10,10,PCM,us,USD,183.6,183.6
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,4,3,14,PCM,us,USD,183.6,183.6
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,4,6,14,Newegg Marketplace,us,USD,163.94,163.94
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,4,9,15,Newegg Marketplace,us,USD,169.13,169.13
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,4,10,15,Newegg Marketplace,us,USD,169.13,169.13
CPU,AMD,Amd A10-7890K,Amd A-Series,4.0,AMD Socket FM2+,2018,4,10,15,PCM,us,USD,183.6,183.6
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,8,24,35,Newegg,us,USD,90.98,90.98
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,9,12,38,Newegg Marketplace,us,USD,93.18,93.18
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,9,19,39,Newegg,us,USD,90.98,90.98
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,10,31,45,OutletPC,us,USD,90.87,90.87
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,11,1,45,Newegg Marketplace,us,USD,91.2,91.2
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,11,9,46,Newegg Marketplace,us,USD,91.2,91.2
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,11,10,46,Newegg Marketplace,us,USD,91.2,91.2
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,11,12,46,Newegg Marketplace,us,USD,90.65,90.65
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,11,25,48,OutletPC,us,USD,90.54,90.54
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,12,1,49,OutletPC,us,USD,90.54,90.54
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,12,6,50,OutletPC,us,USD,90.87,90.87
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,12,7,50,Newegg Marketplace,us,USD,95.33,95.33
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,12,7,50,OutletPC,us,USD,90.54,90.54
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,12,8,50,Newegg Marketplace,us,USD,90.65,90.65
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,12,9,50,Newegg,us,USD,90.98,90.98
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,12,9,50,Newegg Marketplace,us,USD,100.87,100.87
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,12,9,50,OutletPC,us,USD,90.54,90.54
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,12,10,50,Newegg Marketplace,us,USD,100.87,100.87
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,12,17,51,Newegg Marketplace,us,USD,101.8,101.8
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,12,28,53,OutletPC,us,USD,90.54,90.54
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2017,12,29,53,OutletPC,us,USD,93.89,93.89
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,2,1,Newegg Marketplace,us,USD,101.8,101.8
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,2,1,OutletPC,us,USD,93.89,93.89
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,4,1,Newegg,us,USD,90.98,90.98
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,5,1,OutletPC,us,USD,93.89,93.89
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,6,1,Newegg Marketplace,us,USD,101.8,101.8
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,6,1,OutletPC,us,USD,90.88,90.88
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,7,1,Newegg Marketplace,us,USD,101.8,101.8
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,8,2,Newegg Marketplace,us,USD,115.59,115.59
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,10,2,Newegg Marketplace,us,USD,110.02,110.02
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,14,2,Newegg Marketplace,us,USD,119.69,119.69
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,18,3,Newegg,us,USD,89.99,89.99
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,19,3,Newegg Marketplace,us,USD,119.69,119.69
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,19,3,OutletPC,us,USD,89.89,89.89
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,21,3,Newegg,us,USD,90.98,90.98
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,22,4,Newegg Marketplace,us,USD,116.06,116.06
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,23,4,OutletPC,us,USD,90.88,90.88
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,26,4,Newegg Marketplace,us,USD,98.54,98.54
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,27,4,Newegg Marketplace,us,USD,116.06,116.06
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,1,31,5,Newegg Marketplace,us,USD,98.54,98.54
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,2,2,5,Newegg Marketplace,us,USD,116.06,116.06
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,2,3,5,Newegg Marketplace,us,USD,98.54,98.54
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,2,5,6,Newegg,us,USD,89.99,89.99
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,2,6,6,OutletPC,us,USD,89.89,89.89
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,2,20,8,Newegg Marketplace,us,USD,90.63,90.63
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,2,22,8,Newegg Business,us,USD,89.99,89.99
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,2,28,9,Newegg Marketplace,us,USD,95.74,95.74
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,3,1,9,Newegg Marketplace,us,USD,95.73,95.73
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,3,2,9,Newegg Marketplace,us,USD,90.63,90.63
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,3,5,10,Newegg Marketplace,us,USD,98.53,98.53
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,3,13,11,Newegg,us,USD,89.09,89.09
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,3,14,11,Newegg,us,USD,89.89,89.89
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,3,15,11,Newegg Business,us,USD,89.89,89.89
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,3,15,11,OutletPC,us,USD,89.79,89.79
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,3,22,12,Newegg Marketplace,us,USD,90.63,90.63
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,3,23,12,Newegg Marketplace,us,USD,98.53,98.53
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,4,2,14,Newegg Marketplace,us,USD,99.12,99.12
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,4,3,14,Newegg,us,USD,88.99,88.99
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,4,3,14,Newegg Marketplace,us,USD,98.53,98.53
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,4,4,14,Newegg Business,us,USD,88.99,88.99
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,4,4,14,OutletPC,us,USD,88.89,88.89
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,4,10,15,Newegg,us,USD,88.99,88.99
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,4,10,15,Newegg Business,us,USD,88.99,88.99
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,4,10,15,Newegg Marketplace,us,USD,98.53,98.53
CPU,AMD,Amd A10-9700,Amd A-Series,4.0,AMD Socket AM4,2018,4,10,15,OutletPC,us,USD,88.89,88.89
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,8,24,35,Newegg,us,USD,85.98,85.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,9,12,38,Newegg Marketplace,us,USD,93.18,93.18
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,9,19,39,Newegg,us,USD,85.98,85.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,10,16,43,Newegg,us,USD,85.98,85.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,10,24,44,Newegg,us,USD,89.98,89.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,10,31,45,OutletPC,us,USD,89.79,89.79
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,11,1,45,Newegg Marketplace,us,USD,97.4,97.4
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,11,2,45,Newegg Marketplace,us,USD,91.97,91.97
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,11,9,46,Newegg Marketplace,us,USD,91.97,91.97
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,11,10,46,Newegg Marketplace,us,USD,91.2,91.2
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,11,12,46,Newegg Marketplace,us,USD,90.65,90.65
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,11,18,47,Newegg,us,USD,89.98,89.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,11,23,48,Newegg Marketplace,us,USD,91.99,91.99
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,11,28,49,Newegg Marketplace,us,USD,91.99,91.99
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2017,12,7,50,OutletPC,us,USD,89.79,89.79
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,1,5,1,OutletPC,us,USD,89.79,89.79
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,1,6,1,OutletPC,us,USD,109.89,109.89
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,1,14,2,Newegg Marketplace,us,USD,159.98,159.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,1,19,3,Newegg Marketplace,us,USD,159.98,159.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,1,22,4,Newegg Marketplace,us,USD,173.98,173.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,1,25,4,Newegg,us,USD,89.98,89.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,1,26,4,Newegg,us,USD,89.1466666666,89.1466666666
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,1,27,4,Newegg Marketplace,us,USD,95.76,95.76
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,1,29,5,Newegg,us,USD,84.98,84.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,1,31,5,Newegg Marketplace,us,USD,173.98,173.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,2,3,5,Newegg Marketplace,us,USD,98.54,98.54
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,2,4,5,Newegg Marketplace,us,USD,158.89,158.89
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,2,8,6,Newegg Marketplace,us,USD,98.54,98.54
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,2,10,6,Newegg Marketplace,us,USD,93.13,93.13
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,2,13,7,OutletPC,us,USD,93.03,93.03
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,2,14,7,Newegg,us,USD,89.98,89.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,2,22,8,Newegg Business,us,USD,89.98,89.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,2,28,9,Newegg Marketplace,us,USD,93.1,93.1
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,3,1,9,Newegg Marketplace,us,USD,98.53,98.53
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,3,3,9,Newegg Marketplace,us,USD,100.08,100.08
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,3,4,9,Newegg Marketplace,us,USD,98.53,98.53
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,3,23,12,Newegg Marketplace,us,USD,98.38,98.38
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,3,30,13,Newegg Marketplace,us,USD,98.53,98.53
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,3,31,13,Newegg Marketplace,us,USD,98.39,98.39
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,3,31,13,OutletPC,us,USD,89.88,89.88
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,4,1,13,Newegg Marketplace,us,USD,90.65,90.65
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,4,3,14,Newegg,us,USD,89.98,89.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,4,3,14,Newegg Business,us,USD,89.98,89.98
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,4,4,14,Newegg Marketplace,us,USD,98.38,98.38
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,4,6,14,Newegg,us,USD,104.99,104.99
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,4,6,14,Newegg Marketplace,us,USD,98.53,98.53
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,4,9,15,Newegg Business,us,USD,104.99,104.99
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,4,9,15,Newegg Marketplace,us,USD,98.54,98.54
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,4,10,15,Newegg,us,USD,104.99,104.99
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,4,10,15,Newegg Business,us,USD,104.99,104.99
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,4,10,15,Newegg Marketplace,us,USD,98.54,98.54
CPU,AMD,Amd A10-9700E,Amd A-Series,4.0,AMD Socket AM4,2018,4,10,15,OutletPC,us,USD,89.88,89.88
CPU,AMD,Amd A12-9800,Amd A-Series,4.0,AMD Socket AM4,2017,8,24,35,Newegg,us,USD,110.98,110.98
CPU,AMD,Amd A12-9800,Amd A-Series,4.0,AMD Socket AM4,2017,9,12,38,Newegg Marketplace,us,USD,115.42,115.42
CPU,AMD,Amd A12-9800,Amd A-Series,4.0,AMD Socket AM4,2017,9,19,39,Newegg,us,USD,110.98,110.98
CPU,AMD,Amd A12-9800,Amd A-Series,4.0,AMD Socket AM4,2017,11,2,45,Newegg Marketplace,us,USD,115.42,115.42
CPU,AMD,Amd A12-9800,Amd A-Series,4.0,AMD Socket AM4,2017,11,8,46,OutletPC,us,USD,110.88,110.88
CPU,AMD,Amd A12-9800,Amd A-Series,4.0,AMD Socket AM4,2017,11,11,46,Newegg Marketplace,us,USD,112.97,112.97
CPU,AMD,Amd A12-9800,Amd A-Series,4.0,AMD Socket AM4,2017,11,22,48,Newegg,us,USD,110.98,110.98
CPU,AMD,Amd A12-9800,Amd A-Series,4.0,AMD Socket AM4,2017,11,23,48,OutletPC,us,USD,110.88,110.88
CPU,AMD,Amd A12-9800,Amd A-Series,4.0,AMD Socket AM4,2017,11,27,49,Newegg Marketplace,us,USD,112.97,112.97
CPU,AMD,Amd A12-9800,Amd A-Series,4.0,AMD Socket AM4,2017,11,29,49,OutletPC,us,USD,199.89,199.89
CPU,AMD,Amd A12-9800,Amd A-Series,4.0,AMD Socket AM4,2017,11,30,49,Newegg,us,USD,110.98,110.98
CPU,AMD,Amd A12-9800,Amd A-Series,4.0,AMD Socket AM4,2017,12,1,49,OutletPC,us,USD,199.89,199.89
CPU,AMD,Amd A12-9800,Amd A-Series,4.0,AMD Socket AM4,2017,12,14,51,Newegg,us,USD,110.98,110.98
CPU,AMD,Amd A12-9800E,Amd A-Series,4.0,AMD Socket AM4,2017,8,24,35,Newegg,us,USD,105.98,105.98
CPU,AMD,Amd A12-9800E,Amd A-Series,4.0,AMD Socket AM4,2017,9,12,38,Newegg Marketplace,us,USD,115.41,115.41
CPU,AMD,Amd A12-9800E,Amd A-Series,4.0,AMD Socket AM4,2017,9,19,39,Newegg,us,USD,105.98,105.98
CPU,AMD,Amd A12-9800E,Amd A-Series,4.0,AMD Socket AM4,2017,10,31,45,OutletPC,us,USD,105.87,105.87
